Trip_ID,User_ID,Origin,Destination,Start_Date,End_Date,Duration_Days,Travel_Type,Transport_Mode,Hotel_Type,Season,Budget_INR,User_Rating,AI_Recommendation_Used,Trip_Status
T0635,U0102,Jaipur,Hyderabad,2026-12-02,2026-12-11,9,Leisure,Cruise,Hostel,Summer,20928,4.8,No,Completed
T0636,U0251,Tokyo,Rome,2025-05-06,2025-05-09,3,Cultural,Flight,Resort,Summer,178658,4.0,Yes,Planned
T0637,U0067,Kolkata,Agra,2026-08-25,2026-09-04,10,Romantic,Car,Standard,Summer,67702,4.2,No,Completed
T0638,U0110,Jaipur,Mumbai,2025-10-01,2025-10-12,11,Romantic,Train,Luxury,Monsoon,30113,4.9,No,Completed
T0639,U0265,Dubai,Bali,2025-09-22,2025-09-27,5,Cultural,Cruise,Resort,Winter,94054,4.1,Yes,Planned
T0640,U0282,Tokyo,Delhi,2026-06-03,2026-06-08,5,Family,Car,Budget,Summer,82468,3.6,Yes,Completed
T0641,U0094,Bangkok,Bangalore,2026-12-19,2026-12-22,3,Romantic,Car,Standard,Monsoon,150289,4.3,No,Completed
T0642,U0002,Kolkata,Rome,2025-05-04,2025-05-08,4,Leisure,Cruise,Hostel,Monsoon,27580,3.3,Yes,Completed
T0643,U0142,Dubai,Chennai,2026-12-12,2026-12-23,11,Romantic,Train,Luxury,Summer,181276,4.1,Yes,Completed
T0644,U0107,Bangkok,Bangalore,2025-10-05,2025-10-07,2,Family,Cruise,Budget,Monsoon,60629,3.7,Yes,Completed
T0645,U0051,Paris,Pune,2025-06-02,2025-06-09,7,Business,Flight,Hostel,Autumn,127431,4.5,Yes,Completed
T0646,U0154,Delhi,Jaipur,2026-12-01,2026-12-08,7,Family,Cruise,Hostel,Autumn,15704,3.2,No,Completed
T0647,U0244,Hyderabad,Kolkata,2026-07-07,2026-07-09,2,Cultural,Flight,Standard,Monsoon,177862,4.2,No,Completed
T0648,U0201,Agra,Jaipur,2025-04-04,2025-04-15,11,Romantic,Bus,Budget,Spring,190361,4.7,No,Cancelled
T0649,U0046,Tokyo,Bangalore,2025-01-21,2025-01-23,2,Cultural,Flight,Standard,Autumn,30936,4.1,Yes,Cancelled
T0650,U0200,Delhi,Kolkata,2026-01-04,2026-01-14,10,Business,Flight,Resort,Monsoon,32791,3.8,Yes,Cancelled
T0651,U0121,Maldives,Kolkata,2025-06-13,2025-06-27,14,Business,Car,Hostel,Spring,44725,4.5,No,Planned
T0652,U0042,Jaipur,Kolkata,2026-02-04,2026-02-06,2,Family,Train,Budget,Winter,46214,4.7,No,Completed
T0653,U0045,Jaipur,Bangalore,2026-05-09,2026-05-13,4,Business,Flight,Standard,Winter,78481,3.3,Yes,Planned
T0654,U0112,Singapore,Maldives,2026-03-14,2026-03-28,14,Family,Flight,Standard,Autumn,138121,4.9,No,Cancelled
T0655,U0159,Jaipur,Paris,2025-03-11,2025-03-25,14,Leisure,Car,Hostel,Summer,176746,4.7,No,Cancelled
T0656,U0279,London,Dubai,2025-05-17,2025-05-19,2,Business,Cruise,Luxury,Autumn,111639,3.5,Yes,Completed
T0657,U0050,Bangalore,Agra,2025-04-17,2025-04-21,4,Leisure,Train,Resort,Spring,116888,4.1,No,Cancelled
T0658,U0169,Paris,Pune,2025-02-25,2025-03-07,10,Adventure,Cruise,Hostel,Spring,135172,4.0,Yes,Completed
T0659,U0190,Bangalore,Delhi,2026-03-31,2026-04-14,14,Leisure,Cruise,Luxury,Summer,126826,4.0,No,Planned
T0660,U0149,Pune,Paris,2025-06-09,2025-06-15,6,Leisure,Train,Standard,Spring,23181,3.7,No,Planned
T0661,U0078,Bangalore,Bali,2025-10-20,2025-10-29,9,Adventure,Flight,Resort,Monsoon,140654,3.0,No,Cancelled
T0662,U0160,Paris,Bangalore,2025-11-25,2025-11-29,4,Business,Cruise,Standard,Summer,158673,3.5,No,Cancelled
T0663,U0010,Bali,Maldives,2025-06-21,2025-06-25,4,Family,Flight,Resort,Monsoon,179417,3.3,No,Cancelled
T0664,U0257,Agra,Tokyo,2025-11-14,2025-11-17,3,Leisure,Train,Luxury,Spring,31199,3.1,Yes,Cancelled
T0665,U0117,Pune,Dubai,2025-03-24,2025-04-06,13,Business,Car,Luxury,Winter,97753,3.1,No,Cancelled
T0666,U0276,Bangkok,Pune,2025-03-07,2025-03-10,3,Business,Flight,Budget,Monsoon,107357,3.6,Yes,Cancelled
T0667,U0102,Tokyo,Paris,2026-01-06,2026-01-20,14,Leisure,Bus,Budget,Autumn,166647,3.2,Yes,Planned
T0668,U0100,Singapore,Jaipur,2025-01-13,2025-01-23,10,Cultural,Train,Standard,Spring,140992,3.6,Yes,Completed
T0669,U0019,Delhi,Goa,2025-02-14,2025-02-27,13,Business,Flight,Resort,Autumn,141517,4.4,No,Planned
T0670,U0008,Bangalore,Bali,2026-10-21,2026-11-03,13,Family,Flight,Luxury,Winter,45297,3.5,No,Completed
T0671,U0072,London,Chennai,2026-12-22,2026-12-31,9,Business,Flight,Budget,Spring,96940,3.9,Yes,Completed
T0672,U0214,Jaipur,Agra,2025-09-07,2025-09-10,3,Leisure,Bus,Resort,Autumn,124430,4.8,Yes,Planned
T0673,U0170,Mumbai,Bangalore,2025-07-28,2025-08-01,4,Family,Car,Luxury,Summer,101837,4.6,Yes,Completed
T0674,U0167,Rome,London,2026-07-09,2026-07-12,3,Family,Flight,Hostel,Winter,179725,3.2,No,Planned
T0675,U0212,New York,Bangkok,2025-10-07,2025-10-21,14,Adventure,Flight,Standard,Monsoon,25376,3.2,Yes,Completed
T0676,U0015,Chennai,Agra,2025-07-20,2025-07-30,10,Romantic,Cruise,Standard,Spring,117841,3.3,No,Completed
T0677,U0287,Delhi,Dubai,2025-02-11,2025-02-15,4,Cultural,Train,Resort,Spring,152173,4.7,No,Cancelled
T0678,U0088,Hyderabad,Dubai,2026-07-30,2026-08-01,2,Leisure,Bus,Resort,Spring,58534,4.9,Yes,Cancelled
T0679,U0289,Paris,Goa,2026-10-15,2026-10-27,12,Adventure,Train,Resort,Monsoon,75064,4.7,Yes,Cancelled
T0680,U0128,Pune,Mumbai,2025-05-07,2025-05-09,2,Cultural,Bus,Resort,Monsoon,98074,3.7,No,Completed
T0681,U0192,Maldives,Jaipur,2025-02-04,2025-02-12,8,Business,Flight,Resort,Autumn,186010,3.2,Yes,Completed
T0682,U0213,Rome,Paris,2026-04-05,2026-04-10,5,Family,Bus,Standard,Winter,16544,4.5,Yes,Completed
T0683,U0082,Paris,Agra,2025-06-11,2025-06-21,10,Family,Bus,Hostel,Monsoon,177011,3.9,No,Cancelled
T0684,U0297,London,Bangkok,2025-11-03,2025-11-05,2,Family,Flight,Standard,Monsoon,10637,3.2,Yes,Planned
T0685,U0061,Rome,Bali,2025-07-19,2025-07-23,4,Adventure,Train,Luxury,Autumn,76457,3.8,No,Cancelled
T0686,U0268,Hyderabad,Rome,2026-09-25,2026-10-06,11,Cultural,Train,Luxury,Monsoon,70760,3.8,Yes,Completed
T0687,U0102,Bangkok,Jaipur,2025-11-26,2025-12-07,11,Family,Cruise,Hostel,Monsoon,142893,4.4,Yes,Completed
T0688,U0153,Mumbai,Maldives,2025-01-31,2025-02-11,11,Business,Cruise,Standard,Winter,63025,3.3,No,Cancelled
T0689,U0126,London,Mumbai,2025-12-03,2025-12-09,6,Leisure,Flight,Standard,Summer,55805,4.0,No,Planned
T0690,U0137,London,Tokyo,2025-06-06,2025-06-09,3,Adventure,Car,Luxury,Summer,77182,3.7,No,Completed
T0691,U0265,Pune,Jaipur,2025-08-21,2025-09-03,13,Romantic,Train,Hostel,Summer,199836,4.9,No,Completed
T0692,U0061,Pune,Singapore,2026-03-10,2026-03-17,7,Cultural,Train,Budget,Monsoon,59993,3.1,Yes,Cancelled
T0693,U0094,Bangalore,Paris,2026-03-15,2026-03-17,2,Cultural,Car,Luxury,Spring,57431,4.5,No,Completed
T0694,U0073,Paris,Tokyo,2026-06-14,2026-06-22,8,Adventure,Bus,Standard,Summer,55955,3.6,Yes,Cancelled
T0695,U0144,Singapore,Bangkok,2026-08-12,2026-08-16,4,Family,Flight,Hostel,Winter,82427,3.4,Yes,Cancelled
T0696,U0097,Maldives,Bali,2026-01-10,2026-01-14,4,Cultural,Cruise,Hostel,Winter,60530,4.3,No,Completed
T0697,U0184,Kolkata,Agra,2025-05-10,2025-05-14,4,Leisure,Cruise,Resort,Monsoon,143523,3.5,Yes,Cancelled
T0698,U0266,Dubai,New York,2026-05-11,2026-05-21,10,Adventure,Cruise,Resort,Spring,19554,4.2,No,Completed
T0699,U0199,Bali,Goa,2025-05-25,2025-06-03,9,Adventure,Train,Resort,Winter,158293,4.9,No,Cancelled
T0700,U0115,Singapore,Mumbai,2025-03-26,2025-04-06,11,Leisure,Flight,Hostel,Summer,11320,3.5,No,Cancelled
T0701,U0115,Agra,Chennai,2025-02-01,2025-02-04,3,Cultural,Flight,Standard,Summer,19529,3.1,Yes,Planned
T0702,U0269,London,Chennai,2025-05-04,2025-05-09,5,Family,Car,Hostel,Summer,61033,3.1,Yes,Cancelled
T0703,U0218,Pune,London,2025-07-01,2025-07-09,8,Cultural,Car,Luxury,Monsoon,165763,3.7,No,Planned
T0704,U0112,Singapore,Maldives,2025-04-24,2025-05-05,11,Romantic,Train,Budget,Monsoon,147662,4.7,No,Cancelled
T0705,U0011,London,Bangkok,2025-05-23,2025-06-03,11,Leisure,Flight,Budget,Monsoon,80831,4.7,No,Cancelled
T0706,U0122,Mumbai,Singapore,2025-03-02,2025-03-04,2,Adventure,Cruise,Luxury,Summer,57361,4.6,No,Planned
T0707,U0174,New York,Delhi,2026-05-23,2026-06-02,10,Business,Cruise,Hostel,Spring,50429,3.6,No,Planned
T0708,U0170,Chennai,Delhi,2026-12-30,2027-01-04,5,Family,Cruise,Luxury,Summer,182466,3.8,No,Cancelled
T0709,U0030,Rome,Agra,2025-08-22,2025-08-31,9,Family,Train,Luxury,Autumn,189297,3.1,Yes,Cancelled
T0710,U0224,Jaipur,Chennai,2025-11-12,2025-11-25,13,Business,Car,Luxury,Autumn,100975,4.8,Yes,Planned
T0711,U0018,Dubai,Chennai,2026-02-25,2026-03-02,5,Family,Flight,Luxury,Winter,47487,3.9,Yes,Planned
T0712,U0116,Kolkata,Bangalore,2026-06-21,2026-06-25,4,Family,Cruise,Resort,Monsoon,71351,4.9,No,Completed
T0713,U0286,Hyderabad,Mumbai,2025-08-25,2025-09-04,10,Leisure,Cruise,Hostel,Summer,112476,4.3,No,Cancelled
T0714,U0222,Bali,Hyderabad,2025-07-28,2025-08-08,11,Business,Train,Resort,Monsoon,193134,3.9,Yes,Planned
T0715,U0214,Tokyo,Jaipur,2025-04-09,2025-04-21,12,Romantic,Flight,Luxury,Summer,18294,3.8,Yes,Planned
T0716,U0208,Rome,Bangkok,2025-08-06,2025-08-15,9,Leisure,Flight,Luxury,Summer,192370,3.6,No,Cancelled
T0717,U0207,Pune,Chennai,2026-11-30,2026-12-10,10,Family,Cruise,Resort,Autumn,10799,3.4,Yes,Cancelled
T0718,U0150,Rome,Chennai,2026-01-12,2026-01-18,6,Romantic,Cruise,Hostel,Monsoon,29215,4.1,No,Cancelled
T0719,U0253,Tokyo,Singapore,2026-04-19,2026-04-30,11,Leisure,Train,Standard,Autumn,194859,3.4,No,Cancelled
T0720,U0275,Singapore,Rome,2025-04-26,2025-04-29,3,Cultural,Car,Luxury,Autumn,198326,4.7,No,Completed
T0721,U0267,Dubai,Mumbai,2026-01-19,2026-02-01,13,Family,Train,Standard,Autumn,127309,4.3,No,Planned
T0722,U0009,London,Delhi,2025-10-24,2025-10-27,3,Business,Flight,Hostel,Summer,64431,4.9,No,Completed
T0723,U0128,London,Rome,2026-08-02,2026-08-04,2,Cultural,Cruise,Standard,Winter,172219,3.6,Yes,Cancelled
T0724,U0017,Singapore,Pune,2026-04-13,2026-04-23,10,Adventure,Car,Resort,Autumn,62763,4.3,No,Cancelled
T0725,U0171,Paris,Chennai,2026-10-02,2026-10-15,13,Romantic,Cruise,Luxury,Winter,121411,4.3,Yes,Cancelled
T0726,U0104,Bangalore,Tokyo,2025-03-09,2025-03-13,4,Family,Car,Resort,Summer,98918,3.5,Yes,Planned
T0727,U0075,Bangalore,Jaipur,2026-11-17,2026-11-25,8,Business,Bus,Luxury,Summer,109846,3.9,No,Cancelled
T0728,U0078,Agra,London,2026-12-09,2026-12-16,7,Leisure,Car,Budget,Monsoon,65812,4.0,No,Completed
T0729,U0020,Goa,Bali,2025-06-23,2025-06-25,2,Business,Car,Budget,Winter,156130,4.6,Yes,Planned
T0730,U0093,Paris,Mumbai,2026-03-24,2026-04-06,13,Cultural,Car,Resort,Spring,140249,3.8,Yes,Completed
T0731,U0212,Jaipur,Hyderabad,2025-08-17,2025-08-22,5,Family,Flight,Hostel,Spring,172958,3.5,No,Completed
T0732,U0083,Rome,Bangalore,2026-01-11,2026-01-14,3,Romantic,Car,Luxury,Winter,171845,4.7,No,Cancelled
T0733,U0140,Maldives,Mumbai,2025-08-24,2025-09-06,13,Adventure,Car,Budget,Autumn,123741,3.5,Yes,Completed
T0734,U0158,Rome,Goa,2026-12-24,2027-01-01,8,Adventure,Car,Budget,Spring,23397,3.7,Yes,Cancelled
T0735,U0278,Bangkok,Maldives,2025-03-13,2025-03-16,3,Family,Cruise,Resort,Spring,187943,3.3,No,Cancelled
T0736,U0056,Mumbai,Pune,2026-12-01,2026-12-03,2,Family,Flight,Standard,Summer,191288,4.4,No,Completed
T0737,U0161,Maldives,Bali,2025-01-15,2025-01-17,2,Leisure,Bus,Luxury,Summer,19850,3.5,Yes,Cancelled
T0738,U0068,Dubai,Singapore,2025-06-28,2025-07-02,4,Adventure,Bus,Standard,Winter,123507,3.3,No,Planned
T0739,U0270,Singapore,Rome,2025-09-24,2025-10-07,13,Romantic,Train,Standard,Winter,36093,4.9,Yes,Planned
T0740,U0133,New York,Pune,2026-12-11,2026-12-20,9,Cultural,Bus,Hostel,Winter,112746,3.6,Yes,Completed
T0741,U0265,Pune,Hyderabad,2025-12-01,2025-12-07,6,Cultural,Cruise,Hostel,Summer,189145,3.2,No,Cancelled
T0742,U0224,Pune,Kolkata,2025-02-14,2025-02-22,8,Adventure,Train,Luxury,Summer,191301,3.1,No,Planned
T0743,U0297,Chennai,Hyderabad,2026-03-19,2026-04-02,14,Cultural,Flight,Budget,Winter,146537,4.5,Yes,Planned
T0744,U0128,Hyderabad,Maldives,2025-08-27,2025-09-01,5,Business,Train,Luxury,Autumn,107847,4.6,Yes,Cancelled
T0745,U0158,New York,Goa,2025-06-03,2025-06-17,14,Family,Car,Resort,Summer,79432,3.8,Yes,Cancelled
T0746,U0044,Dubai,Goa,2025-02-25,2025-03-08,11,Cultural,Flight,Budget,Summer,199721,4.7,No,Completed
T0747,U0262,New York,Hyderabad,2025-12-14,2025-12-20,6,Adventure,Flight,Hostel,Spring,122692,5.0,Yes,Completed
T0748,U0084,Singapore,Rome,2026-07-30,2026-08-04,5,Family,Train,Budget,Spring,37182,4.0,Yes,Completed
T0749,U0107,Kolkata,Jaipur,2025-12-02,2025-12-13,11,Adventure,Bus,Budget,Summer,34737,4.7,No,Planned
T0750,U0240,Mumbai,New York,2025-05-28,2025-06-02,5,Business,Train,Standard,Summer,179924,4.1,No,Planned
T0751,U0211,Mumbai,Maldives,2026-08-15,2026-08-20,5,Business,Flight,Resort,Winter,23936,3.4,No,Planned
T0752,U0142,Rome,London,2025-12-29,2026-01-02,4,Family,Train,Luxury,Monsoon,112870,3.3,No,Cancelled
T0753,U0034,Singapore,Kolkata,2026-06-23,2026-06-25,2,Cultural,Cruise,Luxury,Winter,144599,4.7,No,Planned
T0754,U0009,Maldives,Paris,2025-12-06,2025-12-19,13,Adventure,Bus,Budget,Monsoon,119023,3.0,Yes,Completed
T0755,U0289,London,Jaipur,2026-03-15,2026-03-19,4,Business,Bus,Standard,Spring,13477,3.4,Yes,Completed
T0756,U0211,Maldives,Bangkok,2026-01-30,2026-02-02,3,Leisure,Train,Hostel,Spring,94079,3.6,No,Completed
T0757,U0238,Dubai,Bangkok,2025-11-13,2025-11-23,10,Romantic,Car,Hostel,Winter,12355,4.4,No,Completed
T0758,U0013,Rome,Dubai,2025-10-31,2025-11-08,8,Business,Train,Budget,Winter,181030,4.6,No,Cancelled
T0759,U0106,Jaipur,Pune,2025-10-10,2025-10-20,10,Leisure,Car,Standard,Monsoon,76741,4.4,Yes,Planned
T0760,U0062,Jaipur,Bali,2026-06-07,2026-06-10,3,Adventure,Flight,Budget,Winter,131739,3.8,Yes,Planned
T0761,U0063,New York,Delhi,2025-09-06,2025-09-11,5,Adventure,Car,Resort,Winter,100932,4.6,No,Planned
T0762,U0232,Maldives,London,2026-01-17,2026-01-24,7,Business,Cruise,Budget,Monsoon,26127,4.5,Yes,Planned
T0763,U0061,Tokyo,Bangalore,2026-07-18,2026-07-23,5,Cultural,Cruise,Luxury,Monsoon,48082,3.6,Yes,Completed
T0764,U0100,Bangalore,Chennai,2025-01-07,2025-01-12,5,Leisure,Train,Resort,Monsoon,161136,3.4,No,Cancelled
T0765,U0095,Rome,Chennai,2025-01-27,2025-02-10,14,Family,Flight,Luxury,Spring,25615,4.1,Yes,Cancelled
T0766,U0148,Rome,Agra,2025-11-25,2025-12-01,6,Family,Bus,Standard,Autumn,129522,3.9,Yes,Completed
T0767,U0039,Hyderabad,Bangkok,2025-08-30,2025-09-13,14,Leisure,Train,Luxury,Autumn,132416,4.9,No,Planned
T0768,U0274,London,Rome,2025-09-25,2025-09-29,4,Leisure,Car,Resort,Summer,74277,4.0,Yes,Completed
T0769,U0039,Maldives,Delhi,2026-12-16,2026-12-28,12,Family,Bus,Luxury,Winter,40341,5.0,No,Cancelled
T0770,U0176,Jaipur,Pune,2025-08-23,2025-09-01,9,Cultural,Train,Luxury,Winter,89072,4.9,No,Cancelled
T0771,U0107,Goa,Bangalore,2026-01-14,2026-01-26,12,Leisure,Car,Budget,Monsoon,60697,4.4,Yes,Completed
T0772,U0104,Maldives,Bangkok,2026-10-13,2026-10-24,11,Cultural,Cruise,Luxury,Autumn,111085,4.8,Yes,Cancelled
T0773,U0170,Singapore,Goa,2025-04-15,2025-04-23,8,Leisure,Car,Luxury,Spring,78917,3.7,No,Planned
T0774,U0264,Rome,Maldives,2025-01-06,2025-01-17,11,Business,Flight,Resort,Summer,25330,4.9,Yes,Planned
T0775,U0274,Singapore,Maldives,2026-06-30,2026-07-10,10,Family,Car,Resort,Winter,97957,3.5,Yes,Completed
T0776,U0132,London,Tokyo,2025-07-27,2025-08-03,7,Business,Car,Budget,Autumn,108156,3.3,No,Cancelled
T0777,U0186,Singapore,Goa,2026-05-07,2026-05-18,11,Family,Flight,Standard,Summer,45776,3.3,Yes,Planned
T0778,U0014,Dubai,Jaipur,2025-06-09,2025-06-15,6,Cultural,Car,Luxury,Summer,84975,3.7,No,Completed
T0779,U0211,Rome,Bali,2025-11-08,2025-11-10,2,Cultural,Cruise,Hostel,Autumn,135212,3.7,Yes,Completed
T0780,U0156,Kolkata,Goa,2026-10-05,2026-10-10,5,Adventure,Cruise,Hostel,Spring,104200,4.2,Yes,Completed
T0781,U0065,Agra,Tokyo,2026-11-26,2026-11-30,4,Business,Flight,Hostel,Spring,94624,3.8,Yes,Planned
T0782,U0121,Singapore,New York,2025-12-28,2026-01-05,8,Adventure,Train,Standard,Summer,101054,3.3,No,Completed
T0783,U0108,Pune,Dubai,2026-02-27,2026-03-04,5,Business,Cruise,Hostel,Spring,107807,3.1,No,Completed
T0784,U0224,Mumbai,Chennai,2025-07-04,2025-07-07,3,Adventure,Flight,Luxury,Winter,126189,4.9,Yes,Cancelled
T0785,U0061,Pune,London,2026-12-27,2027-01-03,7,Leisure,Flight,Hostel,Autumn,10557,3.8,Yes,Completed
T0786,U0290,Delhi,Dubai,2026-08-11,2026-08-20,9,Romantic,Train,Standard,Spring,173555,4.5,Yes,Completed
T0787,U0001,London,Paris,2025-09-11,2025-09-14,3,Adventure,Cruise,Hostel,Spring,94480,3.1,Yes,Cancelled
T0788,U0147,Chennai,Singapore,2026-08-29,2026-09-11,13,Romantic,Train,Standard,Monsoon,66690,3.5,No,Planned
T0789,U0184,Bangalore,Tokyo,2026-03-26,2026-04-08,13,Cultural,Bus,Standard,Spring,128313,4.6,Yes,Cancelled
T0790,U0292,Hyderabad,Pune,2025-11-04,2025-11-08,4,Romantic,Flight,Resort,Autumn,57907,4.1,No,Planned
T0791,U0299,Dubai,London,2025-11-19,2025-11-23,4,Business,Train,Budget,Monsoon,198823,4.9,Yes,Completed
T0792,U0261,Chennai,Singapore,2026-02-18,2026-02-23,5,Cultural,Cruise,Standard,Winter,36154,3.8,No,Cancelled
T0793,U0239,Bangalore,Singapore,2025-11-30,2025-12-11,11,Romantic,Car,Standard,Winter,36440,4.2,Yes,Completed
T0794,U0002,Bali,New York,2026-06-15,2026-06-27,12,Adventure,Flight,Hostel,Winter,43512,4.4,No,Cancelled
T0795,U0294,Bali,Rome,2025-04-24,2025-05-04,10,Adventure,Car,Standard,Spring,190052,4.1,No,Completed
T0796,U0070,London,Paris,2026-01-05,2026-01-13,8,Leisure,Car,Resort,Summer,40192,3.7,No,Completed
T0797,U0170,Mumbai,London,2026-12-01,2026-12-12,11,Leisure,Cruise,Standard,Winter,19402,3.8,No,Completed
T0798,U0134,Hyderabad,Maldives,2025-03-01,2025-03-10,9,Business,Flight,Luxury,Autumn,123316,3.7,Yes,Completed
T0799,U0201,Bangkok,Chennai,2025-10-27,2025-10-30,3,Cultural,Train,Standard,Autumn,170074,3.1,No,Planned
T0800,U0101,Bali,Kolkata,2026-08-03,2026-08-10,7,Leisure,Car,Luxury,Winter,55798,3.7,No,Completed
T0801,U0108,London,Paris,2025-11-13,2025-11-25,12,Family,Flight,Resort,Summer,189192,4.1,No,Planned
T0802,U0152,Pune,Bangalore,2025-04-04,2025-04-18,14,Cultural,Car,Resort,Summer,114610,4.9,Yes,Completed
T0803,U0225,Rome,Hyderabad,2025-11-01,2025-11-06,5,Cultural,Cruise,Standard,Autumn,45655,3.8,No,Cancelled
T0804,U0042,New York,Rome,2025-01-30,2025-02-10,11,Cultural,Cruise,Budget,Autumn,60650,4.2,Yes,Completed
T0805,U0294,Bali,Jaipur,2026-12-27,2027-01-10,14,Leisure,Bus,Resort,Winter,98672,4.0,Yes,Cancelled
T0806,U0103,New York,Rome,2025-12-10,2025-12-24,14,Romantic,Cruise,Resort,Spring,102154,4.9,No,Completed
T0807,U0259,Pune,Agra,2026-09-04,2026-09-08,4,Family,Car,Resort,Monsoon,37186,3.1,No,Planned
T0808,U0218,Dubai,Delhi,2026-07-24,2026-07-31,7,Romantic,Bus,Luxury,Spring,24770,3.8,Yes,Completed
T0809,U0270,Bangalore,Maldives,2026-12-29,2027-01-02,4,Business,Train,Luxury,Spring,85604,3.2,Yes,Completed
T0810,U0071,Hyderabad,Bali,2025-06-30,2025-07-09,9,Romantic,Car,Luxury,Autumn,67940,3.6,No,Completed
T0811,U0042,Bali,Dubai,2026-08-25,2026-09-07,13,Leisure,Car,Resort,Autumn,180325,3.8,No,Planned
T0812,U0096,Paris,Chennai,2025-06-12,2025-06-19,7,Business,Bus,Budget,Summer,131185,3.0,No,Cancelled
T0813,U0138,Rome,Chennai,2026-08-04,2026-08-16,12,Family,Flight,Budget,Summer,152511,4.1,Yes,Completed
T0814,U0063,Mumbai,Bali,2025-05-18,2025-05-29,11,Cultural,Bus,Luxury,Summer,126128,3.8,Yes,Planned
T0815,U0031,Bali,Kolkata,2026-03-14,2026-03-24,10,Family,Cruise,Luxury,Monsoon,116649,4.3,No,Cancelled
T0816,U0091,Maldives,Rome,2025-08-01,2025-08-06,5,Leisure,Car,Hostel,Summer,28368,3.2,Yes,Planned
T0817,U0250,Goa,Hyderabad,2025-08-03,2025-08-08,5,Business,Train,Luxury,Monsoon,195406,4.5,No,Completed
T0818,U0125,Kolkata,Pune,2025-10-23,2025-10-28,5,Family,Bus,Luxury,Spring,44374,4.8,Yes,Cancelled
T0819,U0019,Paris,Chennai,2026-01-29,2026-02-03,5,Leisure,Train,Resort,Summer,99218,4.2,No,Completed
T0820,U0154,Kolkata,Bali,2025-02-01,2025-02-06,5,Family,Car,Hostel,Autumn,36865,3.5,No,Completed
T0821,U0047,Singapore,New York,2026-08-08,2026-08-11,3,Cultural,Flight,Luxury,Summer,65041,5.0,No,Completed
T0822,U0232,New York,Delhi,2026-04-05,2026-04-09,4,Cultural,Cruise,Budget,Winter,44024,4.0,No,Completed
T0823,U0131,Tokyo,Jaipur,2025-04-18,2025-04-27,9,Leisure,Train,Luxury,Summer,87027,3.8,No,Completed
T0824,U0100,Maldives,Tokyo,2026-10-07,2026-10-09,2,Cultural,Car,Budget,Autumn,45402,3.1,No,Planned
T0825,U0012,London,Mumbai,2025-11-23,2025-11-25,2,Romantic,Train,Resort,Autumn,103621,3.2,No,Completed
T0826,U0028,Hyderabad,Paris,2026-05-26,2026-06-06,11,Cultural,Cruise,Budget,Winter,186559,4.6,Yes,Planned
T0827,U0056,Agra,London,2025-01-18,2025-01-21,3,Adventure,Train,Luxury,Autumn,131559,4.8,Yes,Cancelled
T0828,U0087,Singapore,Kolkata,2025-10-02,2025-10-04,2,Cultural,Train,Standard,Spring,194943,3.9,No,Planned
T0829,U0227,Maldives,Bali,2025-04-10,2025-04-24,14,Family,Cruise,Hostel,Spring,25921,4.4,No,Cancelled
T0830,U0201,Pune,Bangkok,2025-04-15,2025-04-19,4,Romantic,Train,Resort,Winter,23783,4.6,No,Completed
T0831,U0271,Paris,Agra,2025-02-09,2025-02-20,11,Leisure,Train,Resort,Monsoon,146774,4.8,Yes,Completed
T0832,U0059,Rome,Dubai,2026-06-09,2026-06-16,7,Romantic,Bus,Budget,Autumn,186001,4.9,Yes,Cancelled
T0833,U0114,Agra,Delhi,2026-09-10,2026-09-24,14,Family,Flight,Resort,Spring,33238,4.8,No,Completed
T0834,U0260,Pune,Maldives,2026-02-16,2026-02-20,4,Cultural,Train,Resort,Spring,90312,4.2,No,Cancelled
T0835,U0077,Bangalore,London,2026-07-11,2026-07-24,13,Leisure,Train,Luxury,Monsoon,73128,4.7,Yes,Completed
T0836,U0225,Bangkok,Paris,2025-06-19,2025-07-02,13,Family,Flight,Standard,Autumn,189048,4.0,No,Planned
T0837,U0293,Kolkata,Maldives,2026-05-18,2026-05-31,13,Romantic,Flight,Budget,Summer,27540,4.6,Yes,Completed
T0838,U0042,Agra,Jaipur,2025-07-17,2025-07-26,9,Family,Train,Resort,Winter,78273,4.3,Yes,Planned
T0839,U0154,Rome,Goa,2026-11-12,2026-11-26,14,Adventure,Bus,Hostel,Autumn,157049,3.3,No,Planned
T0840,U0037,Maldives,Bangalore,2025-07-20,2025-07-30,10,Cultural,Bus,Luxury,Spring,94985,4.6,No,Cancelled
T0841,U0138,Delhi,Dubai,2025-01-21,2025-01-29,8,Adventure,Train,Budget,Summer,40736,4.1,Yes,Completed
T0842,U0258,Agra,Paris,2026-11-02,2026-11-06,4,Adventure,Train,Resort,Spring,19201,3.7,Yes,Cancelled
T0843,U0086,Bangalore,Pune,2025-04-04,2025-04-18,14,Leisure,Cruise,Hostel,Winter,102635,4.3,No,Completed
T0844,U0030,Bangkok,Kolkata,2025-09-11,2025-09-24,13,Business,Cruise,Luxury,Summer,86368,3.4,Yes,Completed
T0845,U0030,Singapore,Maldives,2026-04-27,2026-05-08,11,Leisure,Train,Luxury,Summer,132448,3.5,No,Cancelled
T0846,U0068,Chennai,Singapore,2026-03-06,2026-03-18,12,Romantic,Train,Luxury,Summer,178382,4.5,Yes,Planned
T0847,U0298,Paris,Kolkata,2025-04-23,2025-05-05,12,Leisure,Flight,Budget,Spring,100638,4.9,No,Cancelled
